motif,chromatin_motif,node1,node2,node3,node4
3111,001200001000,chr12:46518183-46519999,chr12:46383717-46385513,chr12:46286583-46287835,chr12:46398241-46399866
2211,001100020000,chr10:62575459-62577325,chr10:62900060-62901504,chr10:62723206-62725410,chr10:63043170-63044980
3111,101100001000,chr1:162582783-162584441,chr1:162199455-162200830,chr1:162245721-162247286,chr1:162025249-162026801
3221,000110011000,chr1:162582783-162584441,chr1:162769491-162771001,chr1:162245721-162247286,chr1:162025249-162026801
3111,001200001000,chr1:162769491-162771001,chr1:162199455-162200830,chr1:162245721-162247286,chr1:162025249-162026801
3221,001010011000,chr1:162582783-162584441,chr1:162199455-162200830,chr1:162769491-162771001,chr1:162025249-162026801
3221,000100111000,chr12:89863938-89865679,chr12:89444265-89445928,chr12:89854936-89856538,chr12:89412716-89414287
3111,001200000010,chr6:138838202-138839590,chr6:138749523-138751168,chr6:138911489-138912984,chr6:138909389-138910840
3111,100200000010,chr6:138724140-138726057,chr6:138749523-138751168,chr6:138911489-138912984,chr6:138909389-138910840
3111,101100000010,chr6:138838202-138839590,chr6:138749523-138751168,chr6:138911489-138912984,chr6:138724140-138726057
3221,001000200001,chr6:56223265-56225109,chr6:56621805-56623456,chr6:56457026-56458593,chr6:56178839-56180674
2211,001100110000,chr10:64251225-64252665,chr10:64023916-64025489,chr10:64196833-64198396,chr10:64917262-64918835
3111,001200001000,chr2:69786223-69787861,chr2:69951132-69952926,chr2:70138351-70140147,chr2:70043312-70045086
2211,100110100000,chr2:69951132-69952926,chr2:70138351-70140147,chr2:69239429-69241004,chr2:69786223-69787861
2211,100110100000,chr2:69951132-69952926,chr2:70138351-70140147,chr2:69941289-69942861,chr2:69786223-69787861
2211,100110100000,chr2:69951132-69952926,chr2:69786223-69787861,chr2:69239429-69241004,chr2:70043312-70045086
2211,100110100000,chr2:69951132-69952926,chr2:69786223-69787861,chr2:69941289-69942861,chr2:70043312-70045086
2211,200010100000,chr2:69170082-69171617,chr2:69951132-69952926,chr2:69239429-69241004,chr2:69786223-69787861
3111,300000000010,chr2:69951132-69952926,chr2:69239429-69241004,chr2:69941289-69942861,chr2:69786223-69787861
2211,100110100000,chr2:69951132-69952926,chr2:69791932-69793340,chr2:69941289-69942861,chr2:69786223-69787861
2211,100120000000,chr16:24527578-24529336,chr16:25146212-25147723,chr16:25236019-25237736,chr16:24579169-24580641
2211,001100200000,chr3:123370464-123372248,chr3:124211058-124212766,chr3:124268615-124270150,chr3:123797680-123799167
3111,003000000010,chr3:124211058-124212766,chr3:124268615-124270150,chr3:124069985-124071648,chr3:123797680-123799167
2211,002000110000,chr3:123370464-123372248,chr3:124268615-124270150,chr3:123437463-123438803,chr3:123797680-123799167
2211,001100200000,chr3:123370464-123372248,chr3:124268615-124270150,chr3:124069985-124071648,chr3:123797680-123799167
2211,100120000000,chr1:29111019-29112507,chr1:28928671-28930412,chr1:29203052-29204638,chr1:28735692-28737115
3111,200100001000,chr1:28843789-28845377,chr1:28928671-28930412,chr1:29203052-29204638,chr1:28735692-28737115
2211,200020000000,chr1:28843789-28845377,chr1:29111019-29112507,chr1:28928671-28930412,chr1:29203052-29204638
2211,101020000000,chr9:33721191-33723299,chr9:33623301-33624981,chr9:33778019-33779685,chr9:33742037-33743353
2211,100100020000,chr19:18549871-18552060,chr19:18783107-18784377,chr19:18572117-18573586,chr19:18561210-18562632
2211,200000020000,chr14:76119812-76121611,chr14:75761163-75763666,chr14:75773182-75775475,chr14:75598539-75600325
2211,200000020000,chr14:75761163-75763666,chr14:76025750-76028234,chr14:75773182-75775475,chr14:75598539-75600325
2211,100100020000,chr14:75761163-75763666,chr14:75954401-75955984,chr14:75773182-75775475,chr14:75598539-75600325
2211,101010100000,chr20:58523412-58525173,chr20:58837541-58838993,chr20:58631852-58633327,chr20:58785635-58787154
3322,000000200020,chr2:44705750-44707704,chr2:44470559-44472181,chr2:44618911-44620563,chr2:44942008-44943806
2211,002000200000,chr1:62600748-62602247,chr1:62872420-62873977,chr1:62547707-62549457,chr1:62596182-62597649
2211,001100200000,chr7:86543200-86544915,chr7:87045248-87047069,chr7:86865497-86867107,chr7:86941012-86942609
3221,100010010010,chr3:15308839-15311731,chr3:15418958-15420699,chr3:15243690-15245134,chr3:15598313-15600085
2211,100110100000,chr3:15308839-15311731,chr3:15282327-15283993,chr3:15243690-15245134,chr3:15598313-15600085
2211,200010100000,chr3:15418958-15420699,chr3:15243690-15245134,chr3:15282327-15283993,chr3:15598313-15600085
2211,002000200000,chr17:46258555-46259875,chr17:46336478-46339500,chr17:46230473-46232063,chr17:46412581-46414349
3221,001000200010,chr7:32249710-32251218,chr7:32386112-32387765,chr7:32518612-32520128,chr7:31821383-31822972
3111,003000000010,chr12:103342030-103343554,chr12:103276507-103277806,chr12:103941726-103943404,chr12:103272201-103273935
3221,100020001000,chr21:45064880-45067551,chr21:44846626-44848876,chr21:44630123-44632455,chr21:44596161-44597998
2211,011010100000,chr10:97776397-97777936,chr10:98831969-98833520,chr10:98094112-98095628,chr10:98134451-98136185
3111,012000001000,chr10:97776397-97777936,chr10:98831969-98833520,chr10:98155152-98156632,chr10:98134451-98136185
2211,011010100000,chr10:98831969-98833520,chr10:98270419-98271846,chr10:98155152-98156632,chr10:98134451-98136185
2211,101020000000,chr19:54526618-54528031,chr19:54532584-54535309,chr19:54344803-54346423,chr19:54409437-54410890
3221,100010101000,chr19:54526618-54528031,chr19:54532584-54535309,chr19:54295451-54297241,chr19:54344803-54346423
2222,000000310000,chr1:84396785-84398343,chr1:84898775-84900432,chr1:84587655-84589498,chr1:84370434-84371908
3221,000110101000,chr6:11068490-11070164,chr6:11574992-11576705,chr6:11143558-11145665,chr6:11495614-11497567
3221,000120001000,chr6:11068490-11070164,chr6:11093202-11095397,chr6:11143558-11145665,chr6:11495614-11497567
3322,000010102000,chr6:11093202-11095397,chr6:11574992-11576705,chr6:11143558-11145665,chr6:11495614-11497567
2211,101000110000,chr6:37177551-37179190,chr6:37175276-37176726,chr6:36996421-36998064,chr6:37095789-37097100
2211,101000020000,chr9:123491421-123492967,chr9:123381300-123383179,chr9:123504713-123506277,chr9:123517531-123519190
3221,100010010001,chr9:123491421-123492967,chr9:123381300-123383179,chr9:123698251-123699765,chr9:123517531-123519190
3111,101100000001,chr9:123491421-123492967,chr9:123381300-123383179,chr9:123821751-123823268,chr9:123517531-123519190
3111,201000000001,chr9:123491421-123492967,chr9:123821751-123823268,chr9:123698251-123699765,chr9:123517531-123519190
2211,101010010000,chr9:33721191-33723299,chr9:33617089-33618403,chr9:33623301-33624981,chr9:34022634-34024116
3111,101100000001,chr9:34073644-34075111,chr9:33617089-33618403,chr9:33623301-33624981,chr9:34022634-34024116
2211,100110100000,chr5:176004780-176006306,chr5:175842881-175844467,chr5:176087240-176088682,chr5:176239337-176240692
2211,101010100000,chr5:176004780-176006306,chr5:175842881-175844467,chr5:176087240-176088682,chr5:176538283-176539797
3221,100020001000,chr15:65019807-65021266,chr15:64945455-64946918,chr15:64718529-64720090,chr15:64972873-64974607
3221,001000200001,chr1:233530017-233531683,chr1:233926298-233927793,chr1:233439670-233441418,chr1:233560114-233561442
3111,002100000001,chr1:156352215-156353633,chr1:156577117-156579840,chr1:156553219-156555439,chr1:156354617-156356333
2211,200000110000,chr1:179089567-179091216,chr1:178742863-178744673,chr1:178971134-178972917,chr1:179338308-179339900
2211,002010100000,chr5:41856158-41857723,chr5:42056657-42058330,chr5:42888811-42890371,chr5:42582810-42584370
2211,200010010000,chr17:4468275-4470968,chr17:4784602-4786168,chr17:4791789-4793268,chr17:4612554-4614291
3111,200100001000,chr17:4784602-4786168,chr17:4806143-4807733,chr17:4791789-4793268,chr17:4612554-4614291
2211,101010010000,chr17:4468275-4470968,chr17:4965055-4966583,chr17:4791789-4793268,chr17:4612554-4614291
2211,200010010000,chr17:4468275-4470968,chr17:4806143-4807733,chr17:4791789-4793268,chr17:4612554-4614291
3111,111000000010,chr10:101195223-101196639,chr10:101312712-101314073,chr10:101307206-101308604,chr10:101371392-101372920
2211,001101100000,chr10:101470274-101471794,chr10:101195223-101196639,chr10:101312712-101314073,chr10:101307206-101308604
2211,110010100000,chr10:101195223-101196639,chr10:101312712-101314073,chr10:101319661-101321307,chr10:101371392-101372920
2211,100101100000,chr10:101470274-101471794,chr10:101195223-101196639,chr10:101312712-101314073,chr10:101371392-101372920
2211,101001010000,chr10:101470274-101471794,chr10:101195223-101196639,chr10:101312712-101314073,chr10:101319661-101321307
2211,110010010000,chr10:101470274-101471794,chr10:101371392-101372920,chr10:101312712-101314073,chr10:101319661-101321307
2211,002000200000,chr1:27435125-27436463,chr1:27428616-27430160,chr1:27626681-27628234,chr1:27610425-27612058
2211,002000200000,chr1:27435125-27436463,chr1:27428616-27430160,chr1:27714265-27715819,chr1:27610425-27612058
3111,003000000010,chr1:27435125-27436463,chr1:27428616-27430160,chr1:27610425-27612058,chr1:27423205-27424818
2211,100110010000,chr1:201761536-201763171,chr1:201846452-201847851,chr1:201672699-201674310,chr1:201941149-201942728
2211,200010010000,chr1:201761536-201763171,chr1:201846452-201847851,chr1:201449237-201452303,chr1:201941149-201942728
2211,100110010000,chr1:201761536-201763171,chr1:201846452-201847851,chr1:201528190-201529856,chr1:201941149-201942728
3111,101100000010,chr4:77425227-77426972,chr4:77100342-77102129,chr4:77351338-77352934,chr4:78278916-78280347
2211,001100200000,chr4:77425227-77426972,chr4:77100342-77102129,chr4:78278916-78280347,chr4:78161091-78162593
2211,101000200000,chr4:77425227-77426972,chr4:78161091-78162593,chr4:77351338-77352934,chr4:78278916-78280347
2211,002000200000,chr4:77425227-77426972,chr4:78161091-78162593,chr4:78353372-78355480,chr4:78278916-78280347
2211,101010100000,chr2:73114014-73115921,chr2:73390079-73391803,chr2:72997289-72999091,chr2:73312112-73313969
2211,002010100000,chr2:73114014-73115921,chr2:73390079-73391803,chr2:72997289-72999091,chr2:73219645-73221224
2211,101010100000,chr12:6074528-6076048,chr12:6146664-6148191,chr12:6393513-6395235,chr12:6304187-6306023
3221,001010100001,chr4:139791496-139793112,chr4:138740463-138742151,chr4:138956271-138958000,chr4:139010935-139012685
2211,101000110000,chr4:139791496-139793112,chr4:139601586-139603164,chr4:138956271-138958000,chr4:139010935-139012685
3111,101100000001,chr20:1193078-1194422,chr20:1455076-1456442,chr20:1483546-1485360,chr20:1450074-1451570
2211,101010100000,chr1:25224064-25225539,chr1:25173906-25175381,chr1:24741327-24743026,chr1:25427194-25428831
2211,002010100000,chr1:25224064-25225539,chr1:25173906-25175381,chr1:25427194-25428831,chr1:25530803-25532286
2211,001110010000,chr3:149938169-149940008,chr3:149956273-149957998,chr3:149653962-149655519,chr3:150212765-150214489
2211,110000200000,chr1:210316119-210317855,chr1:210546927-210548659,chr1:210533602-210535056,chr1:210483554-210485401
2211,100110100000,chr2:69786223-69787861,chr2:69791932-69793340,chr2:69941289-69942861,chr2:69239429-69241004
2211,200010100000,chr2:69786223-69787861,chr2:69170082-69171617,chr2:69941289-69942861,chr2:69239429-69241004
2211,001120000000,chr17:37138785-37140276,chr17:37362651-37364300,chr17:37391341-37393032,chr17:37400435-37402173
2211,002000200000,chr4:111236133-111237470,chr4:111439539-111440882,chr4:110926071-110927546,chr4:111431534-111432986
2211,002000200000,chr4:110919382-110920945,chr4:111439539-111440882,chr4:110926071-110927546,chr4:111431534-111432986
3111,003000000010,chr4:110919382-110920945,chr4:111236133-111237470,chr4:110926071-110927546,chr4:111431534-111432986
2211,002000200000,chr11:18823512-18825155,chr11:18796724-18798298,chr11:18136435-18138057,chr11:18166058-18167455
3221,001000200010,chr6:132599921-132601992,chr6:132244033-132247146,chr6:132713319-132714830,chr6:132620842-132622610
3111,101100000010,chr5:175842881-175844467,chr5:176087240-176088682,chr5:176239337-176240692,chr5:176538283-176539797
3111,101100001000,chr19:45996194-45997704,chr19:46026185-46027919,chr19:46144781-46147222,chr19:45987910-45989941
2211,101010010000,chr19:46026185-46027919,chr19:46144781-46147222,chr19:45987910-45989941,chr19:46061088-46062606
2211,002010100000,chr5:136964632-136966123,chr5:137403858-137405435,chr5:137114063-137115666,chr5:137370929-137372775
2211,001100200000,chr5:54140413-54141946,chr5:53784604-53786126,chr5:53529813-53531526,chr5:53738560-53740051
2211,101000020000,chr3:149286273-149287961,chr3:149434582-149436413,chr3:149197564-149199103,chr3:149488879-149490382
2211,101000020000,chr3:149286273-149287961,chr3:149229483-149231163,chr3:149434582-149436413,chr3:149488879-149490382
2211,100100020000,chr16:67010947-67012510,chr16:67134238-67135770,chr16:66987357-66988932,chr16:67218698-67220282
2222,000000130000,chr16:67010947-67012510,chr16:67134238-67135770,chr16:66987357-66988932,chr16:66928398-66930079
2211,100100110000,chr16:67010947-67012510,chr16:66928398-66930079,chr16:66987357-66988932,chr16:67218698-67220282
2222,000010120000,chr16:24052862-24054382,chr16:24263849-24265362,chr16:24509995-24511438,chr16:24515279-24517147
3221,100000110001,chr16:24056452-24057963,chr16:24263849-24265362,chr16:24509995-24511438,chr16:24515279-24517147
3221,001000110001,chr16:24056452-24057963,chr16:24052862-24054382,chr16:24263849-24265362,chr16:24515279-24517147
2211,101000110000,chr16:24056452-24057963,chr16:24052862-24054382,chr16:24509995-24511438,chr16:24515279-24517147
3111,300000001000,chr3:124504971-124506690,chr3:124704576-124706432,chr3:124283203-124284773,chr3:124619433-124621095
2211,002010010000,chr16:24052862-24054382,chr16:24263849-24265362,chr16:24509995-24511438,chr16:24056452-24057963
2211,002010010000,chr19:45996194-45997704,chr19:46026185-46027919,chr19:46144781-46147222,chr19:46061088-46062606
3111,300000001000,chr15:57437798-57439686,chr15:57819133-57820645,chr15:57598278-57599669,chr15:57505501-57506938
3111,300000001000,chr15:38982379-38983863,chr15:38765717-38767306,chr15:38855632-38857313,chr15:38975085-38976735
2211,200020000000,chr15:89720315-89721953,chr15:89376927-89378404,chr15:89019157-89020859,chr15:89560022-89561906
2211,101020000000,chr12:52720455-52722322,chr12:53258472-53260026,chr12:53108699-53110064,chr12:52606536-52608297
2211,200020000000,chr15:89973190-89975091,chr15:89958941-89960512,chr15:90099263-90100871,chr15:90037707-90039037
2211,002000200000,chr22:23297594-23298924,chr22:23190041-23191423,chr22:23095506-23096993,chr22:23225555-23226997
2211,002000020000,chr7:39785222-39786721,chr7:39935257-39936820,chr7:39619232-39620985,chr7:40091583-40093058
2211,100120000000,chr8:22144148-22145781,chr8:22279480-22280984,chr8:22223954-22226383,chr8:22418501-22420437
3111,300000001000,chr17:46748515-46750085,chr17:46961271-46962953,chr17:46867707-46869292,chr17:47304102-47305708
2211,101020000000,chr17:46748515-46750085,chr17:46961271-46962953,chr17:46801346-46802796,chr17:46867707-46869292
2211,101020000000,chr17:46748515-46750085,chr17:47304102-47305708,chr17:46801346-46802796,chr17:46867707-46869292
2211,101000110000,chr16:58694467-58696077,chr16:58545165-58546718,chr16:58789541-58791235,chr16:58520951-58522663
2211,200020000000,chr15:81398305-81399774,chr15:81692422-81694038,chr15:81548761-81550221,chr15:81557612-81559719
2211,101010100000,chr7:27199938-27201530,chr7:26720869-26722443,chr7:26725412-26726909,chr7:27182633-27184321
2211,200020000000,chr16:29711167-29712776,chr16:30032328-30033827,chr16:30016285-30017779,chr16:30042960-30044442
2211,200000020000,chr19:10809854-10811398,chr19:10602186-10603679,chr19:10593478-10595368,chr19:10682453-10683965
2222,000010120000,chr19:10651422-10652952,chr19:10809854-10811398,chr19:10602186-10603679,chr19:10682453-10683965
2222,000010030000,chr19:10754707-10756360,chr19:10809854-10811398,chr19:10602186-10603679,chr19:10682453-10683965
2211,100110100000,chr19:10651422-10652952,chr19:10974492-10976100,chr19:10602186-10603679,chr19:10682453-10683965
3221,000100111000,chr19:10651422-10652952,chr19:10754707-10756360,chr19:10602186-10603679,chr19:10682453-10683965
2211,100110010000,chr19:10754707-10756360,chr19:10602186-10603679,chr19:10593478-10595368,chr19:10682453-10683965
2211,200010100000,chr19:10651422-10652952,chr19:10974492-10976100,chr19:10827392-10829092,chr19:10682453-10683965
2211,100110100000,chr19:10651422-10652952,chr19:10974492-10976100,chr19:10939371-10940977,chr19:10682453-10683965
2211,200010100000,chr19:10651422-10652952,chr19:10974492-10976100,chr19:10593478-10595368,chr19:10682453-10683965
3111,200100000010,chr19:10651422-10652952,chr19:10974492-10976100,chr19:10809854-10811398,chr19:10682453-10683965
